"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Juneau Borough, AK","02110",18,219452,Unreliable,4.86,12.96
,"Kenai Peninsula Borough, AK","02122",33,382569,8.63,5.94,12.11
,"Matanuska-Susitna Borough, AK","02170",19,605865,Unreliable,1.89,4.90
,"Apache County, AZ","04001",114,496997,22.94,18.73,27.15
,"Cochise County, AZ","04003",61,911274,6.69,5.12,8.60
,"Coconino County, AZ","04005",96,929410,10.33,8.37,12.61
,"Gila County, AZ","04007",73,372676,19.59,15.35,24.63
,"Graham County, AZ","04009",31,254823,12.17,8.27,17.27
,"La Paz County, AZ","04012",37,143478,25.79,18.16,35.55
,"Maricopa County, AZ","04013",2011,26569208,7.57,7.24,7.90
,"Mohave County, AZ","04015",209,1401573,14.91,12.89,16.93
,"Navajo County, AZ","04017",168,749689,22.41,19.02,25.80
,"Pima County, AZ","04019",609,6802383,8.95,8.24,9.66
,"Pinal County, AZ","04021",208,2408770,8.64,7.46,9.81
,"Santa Cruz County, AZ","04023",21,325190,6.46,4.00,9.87
,"Yavapai County, AZ","04025",160,1470796,10.88,9.19,12.56
,"Yuma County, AZ","04027",85,1352764,6.28,5.02,7.77
,"Baxter County, AR","05005",16,289535,Unreliable,3.16,8.97
,"Benton County, AR","05007",33,1507823,2.19,1.51,3.07
,"Carroll County, AR","05015",13,189862,Unreliable,3.65,11.71
,"Craighead County, AR","05031",14,664366,Unreliable,1.15,3.54
,"Crawford County, AR","05033",13,427702,Unreliable,1.62,5.20
,"Crittenden County, AR","05035",17,353874,Unreliable,2.80,7.69
,"Faulkner County, AR","05045",23,776179,2.96,1.88,4.45
,"Franklin County, AR","05047",13,126979,Unreliable,5.45,17.51
,"Garland County, AR","05051",52,670357,7.76,5.79,10.17
,"Greene County, AR","05055",18,292369,Unreliable,3.65,9.73
,"Hot Spring County, AR","05059",10,229611,Unreliable,2.09,8.01
,"Jefferson County, AR","05069",18,543282,Unreliable,1.96,5.24
,"Logan County, AR","05083",10,157201,Unreliable,3.05,11.70
,"Lonoke County, AR","05085",14,468130,Unreliable,1.64,5.02
,"Miller County, AR","05091",11,302565,Unreliable,1.81,6.51
,"Pope County, AR","05115",14,427282,Unreliable,1.79,5.50
,"Pulaski County, AR","05119",87,2659670,3.27,2.62,4.03
,"St. Francis County, AR","05123",10,197422,Unreliable,2.43,9.32
,"Saline County, AR","05125",17,733154,Unreliable,1.35,3.71
,"Sebastian County, AR","05131",36,873491,4.12,2.89,5.71
,"Union County, AR","05139",20,293280,6.82,4.17,10.53
,"Washington County, AR","05143",43,1403834,3.06,2.22,4.13
,"White County, AR","05145",13,531169,Unreliable,1.30,4.19
,"Alameda County, CA","06001",686,10470812,6.55,6.06,7.04
,"Amador County, CA","06005",30,266674,11.25,7.59,16.06
,"Butte County, CA","06007",181,1534909,11.79,10.07,13.51
,"Calaveras County, CA","06009",31,319850,9.69,6.59,13.76
,"Colusa County, CA","06011",11,148728,Unreliable,3.69,13.23
,"Contra Costa County, CA","06013",470,7265938,6.47,5.88,7.05
,"Del Norte County, CA","06015",22,199280,11.04,6.92,16.71
,"El Dorado County, CA","06017",95,1256629,7.56,6.12,9.24
,"Fresno County, CA","06019",509,6432152,7.91,7.23,8.60
,"Glenn County, CA","06021",19,195788,Unreliable,5.84,15.15
,"Humboldt County, CA","06023",146,934706,15.62,13.09,18.15
,"Imperial County, CA","06025",80,1193559,6.70,5.31,8.34
,"Inyo County, CA","06027",32,129177,24.77,16.94,34.97
,"Kern County, CA","06029",495,5783755,8.56,7.80,9.31
,"Kings County, CA","06031",60,1060548,5.66,4.32,7.28
,"Lake County, CA","06033",89,450055,19.78,15.88,24.34
,"Lassen County, CA","06035",16,243354,Unreliable,3.76,10.68
,"Los Angeles County, CA","06037",6266,68631311,9.13,8.90,9.36
,"Madera County, CA","06039",113,1043290,10.83,8.83,12.83
,"Marin County, CA","06041",120,1753597,6.84,5.62,8.07
,"Mariposa County, CA","06043",11,127556,Unreliable,4.30,15.43
,"Mendocino County, CA","06045",77,612428,12.57,9.92,15.71
,"Merced County, CA","06047",158,1774714,8.90,7.51,10.29
,"Monterey County, CA","06053",170,2884209,5.89,5.01,6.78
,"Napa County, CA","06055",88,947013,9.29,7.45,11.45
,"Nevada County, CA","06057",65,687802,9.45,7.29,12.05
,"Orange County, CA","06059",1468,20964769,7.00,6.64,7.36
,"Placer County, CA","06061",168,2399587,7.00,5.94,8.06
,"Plumas County, CA","06063",15,141179,Unreliable,5.95,17.52
,"Riverside County, CA","06065",1266,15042034,8.42,7.95,8.88
,"Sacramento County, CA","06067",846,9858777,8.58,8.00,9.16
,"San Benito County, CA","06069",25,385124,6.49,4.20,9.58
,"San Bernardino County, CA","06071",1192,14165896,8.41,7.94,8.89
,"San Diego County, CA","06073",1786,21418795,8.34,7.95,8.73
,"San Francisco County, CA","06075",355,5584321,6.36,5.70,7.02
,"San Joaquin County, CA","06077",330,4764452,6.93,6.18,7.67
,"San Luis Obispo County, CA","06079",176,1874181,9.39,8.00,10.78
,"San Mateo County, CA","06081",382,4986443,7.66,6.89,8.43
,"Santa Barbara County, CA","06083",286,2937565,9.74,8.61,10.86
,"Santa Clara County, CA","06085",886,12337810,7.18,6.71,7.65
,"Santa Cruz County, CA","06087",212,1814905,11.68,10.11,13.25
,"Shasta County, CA","06089",188,1240823,15.15,12.99,17.32
,"Siskiyou County, CA","06093",59,312081,18.91,14.39,24.39
,"Solano County, CA","06095",237,2886479,8.21,7.17,9.26
,"Sonoma County, CA","06097",376,3348937,11.23,10.09,12.36
,"Stanislaus County, CA","06099",288,3587754,8.03,7.10,8.95
,"Sutter County, CA","06101",49,656970,7.46,5.52,9.86
,"Tehama County, CA","06103",59,439743,13.42,10.21,17.31
,"Trinity County, CA","06105",13,95735,Unreliable,7.23,23.22
,"Tulare County, CA","06107",196,3046740,6.43,5.53,7.33
,"Tuolumne County, CA","06109",44,389510,11.30,8.21,15.16
,"Ventura County, CA","06111",408,5710763,7.14,6.45,7.84
,"Yolo County, CA","06113",104,1387920,7.49,6.05,8.93
,"Yuba County, CA","06115",27,501072,5.39,3.55,7.84
,"Adams County, CO","08001",231,3035578,7.61,6.63,8.59
,"Alamosa County, CO","08003",14,108268,Unreliable,7.07,21.70
,"Arapahoe County, CO","08005",245,3941777,6.22,5.44,6.99
,"Archuleta County, CO","08007",11,84785,Unreliable,6.48,23.21
,"Boulder County, CO","08013",69,2054983,3.36,2.61,4.25
,"Broomfield County, CO","08014",19,379764,Unreliable,3.01,7.81
,"Delta County, CO","08029",11,213613,Unreliable,2.57,9.21
,"Denver County, CO","08031",467,4140413,11.28,10.26,12.30
,"Douglas County, CO","08035",39,1956046,1.99,1.42,2.73
,"Eagle County, CO","08037",14,357766,Unreliable,2.14,6.57
,"El Paso County, CO","08041",308,4277204,7.20,6.40,8.01
,"Fremont County, CO","08043",35,328828,10.64,7.41,14.80
,"Garfield County, CO","08045",30,387278,7.75,5.23,11.06
,"Jefferson County, CO","08059",360,3727322,9.66,8.66,10.66
,"La Plata County, CO","08067",44,354965,12.40,9.01,16.64
,"Larimer County, CO","08069",101,2070813,4.88,3.93,5.83
,"Las Animas County, CO","08071",17,108441,Unreliable,9.13,25.10
,"Logan County, CO","08075",11,156612,Unreliable,3.51,12.57
,"Mesa County, CO","08077",84,1006759,8.34,6.66,10.33
,"Moffat County, CO","08081",10,94222,Unreliable,5.09,19.52
,"Montezuma County, CO","08083",44,177262,24.82,18.04,33.32
,"Montrose County, CO","08085",38,283160,13.42,9.50,18.42
,"Morgan County, CO","08087",18,196167,Unreliable,5.44,14.50
,"Otero County, CO","08089",21,131688,15.95,9.87,24.38
,"Pueblo County, CO","08101",104,1102201,9.44,7.62,11.25
,"Rio Grande County, CO","08105",13,83498,Unreliable,8.29,26.62
,"Routt County, CO","08107",13,161255,Unreliable,4.29,13.79
,"Summit County, CO","08117",15,191454,Unreliable,4.39,12.92
,"Teller County, CO","08119",13,160745,Unreliable,4.31,13.83
,"Weld County, CO","08123",102,1735184,5.88,4.74,7.02
,"Fairfield County, CT","09001",177,6384560,2.77,2.36,3.18
,"Hartford County, CT","09003",238,6231382,3.82,3.33,4.30
,"Litchfield County, CT","09005",56,1325984,4.22,3.19,5.48
,"Middlesex County, CT","09007",42,1155492,3.63,2.62,4.91
,"New Haven County, CT","09009",167,6006855,2.78,2.36,3.20
,"New London County, CT","09011",76,1909474,3.98,3.14,4.98
,"Tolland County, CT","09013",38,1059322,3.59,2.54,4.92
,"Windham County, CT","09015",36,824200,4.37,3.06,6.05
,"Kent County, DE","10001",35,1116449,3.13,2.18,4.36
,"New Castle County, DE","10003",132,3755111,3.52,2.92,4.11
,"Sussex County, DE","10005",65,1357222,4.79,3.70,6.10
,"District of Columbia, DC","11001",214,4169591,5.13,4.44,5.82
,"Alachua County, FL","12001",92,1721854,5.34,4.31,6.55
,"Bay County, FL","12005",94,1175331,8.00,6.46,9.79
,"Bradford County, FL","12007",16,199095,Unreliable,4.59,13.05
,"Brevard County, FL","12009",361,3793593,9.52,8.53,10.50
,"Broward County, FL","12011",698,12260491,5.69,5.27,6.12
,"Charlotte County, FL","12015",94,1119875,8.39,6.78,10.27
,"Citrus County, FL","12017",63,982930,6.41,4.93,8.20
,"Clay County, FL","12019",64,1316565,4.86,3.74,6.21
,"Collier County, FL","12021",224,2244265,9.98,8.67,11.29
,"Columbia County, FL","12023",31,470206,6.59,4.48,9.36
,"DeSoto County, FL","12027",12,242271,Unreliable,2.56,8.65
,"Dixie County, FL","12029",10,113626,Unreliable,4.22,16.19
,"Duval County, FL","12031",362,6022937,6.01,5.39,6.63
,"Escambia County, FL","12033",114,2091105,5.45,4.45,6.45
,"Flagler County, FL","12035",33,654532,5.04,3.47,7.08
,"Franklin County, FL","12037",12,80629,Unreliable,7.69,26.00
,"Gadsden County, FL","12039",20,322776,6.20,3.78,9.57
,"Glades County, FL","12043",10,88871,Unreliable,5.40,20.69
,"Hardee County, FL","12049",12,192934,Unreliable,3.21,10.86
,"Hendry County, FL","12051",21,271645,7.73,4.79,11.82
,"Hernando County, FL","12053",126,1197970,10.52,8.68,12.35
,"Highlands County, FL","12055",47,690879,6.80,5.00,9.05
,"Hillsborough County, FL","12057",490,8542082,5.74,5.23,6.24
,"Indian River County, FL","12061",55,956809,5.75,4.33,7.48
,"Jackson County, FL","12063",24,344975,6.96,4.46,10.35
,"Lake County, FL","12069",110,2061660,5.34,4.34,6.33
,"Lee County, FL","12071",410,4306052,9.52,8.60,10.44
,"Leon County, FL","12073",79,1913215,4.13,3.27,5.15
,"Levy County, FL","12075",21,282322,7.44,4.60,11.37
,"Manatee County, FL","12081",167,2253528,7.41,6.29,8.53
,"Marion County, FL","12083",188,2301828,8.17,7.00,9.33
,"Martin County, FL","12085",86,1017849,8.45,6.76,10.43
,"Miami-Dade County, FL","12086",434,17363728,2.50,2.26,2.73
,"Monroe County, FL","12087",96,513828,18.68,15.13,22.82
,"Nassau County, FL","12089",17,504158,Unreliable,1.96,5.40
,"Okaloosa County, FL","12091",78,1284040,6.07,4.80,7.58
,"Okeechobee County, FL","12093",25,278978,8.96,5.80,13.23
,"Orange County, FL","12095",254,7948265,3.20,2.80,3.59
,"Osceola County, FL","12097",66,1855080,3.56,2.75,4.53
,"Palm Beach County, FL","12099",447,9185250,4.87,4.42,5.32
,"Pasco County, FL","12101",266,3218573,8.26,7.27,9.26
,"Pinellas County, FL","12103",615,6429853,9.56,8.81,10.32
,"Polk County, FL","12105",213,4175535,5.10,4.42,5.79
,"Putnam County, FL","12107",48,520983,9.21,6.79,12.22
,"St. Johns County, FL","12109",92,1299849,7.08,5.71,8.68
,"St. Lucie County, FL","12111",124,1911640,6.49,5.34,7.63
,"Santa Rosa County, FL","12113",42,1051211,4.00,2.88,5.40
,"Sarasota County, FL","12115",240,2648934,9.06,7.91,10.21
,"Seminole County, FL","12117",104,2941768,3.54,2.86,4.21
,"Sumter County, FL","12119",51,628175,8.12,6.04,10.67
,"Suwannee County, FL","12121",14,289058,Unreliable,2.65,8.13
,"Union County, FL","12125",11,107485,Unreliable,5.11,18.31
,"Volusia County, FL","12127",348,3472084,10.02,8.97,11.08
,"Wakulla County, FL","12129",15,208587,Unreliable,4.02,11.86
,"Walton County, FL","12131",24,380015,6.32,4.05,9.40
,"Bartow County, GA","13015",29,688158,4.21,2.82,6.05
,"Bibb County, GA","13021",24,1086776,2.21,1.41,3.29
,"Bulloch County, GA","13031",10,481554,Unreliable,1.00,3.82
,"Carroll County, GA","13045",11,768741,Unreliable,0.71,2.56
,"Catoosa County, GA","13047",16,444297,Unreliable,2.06,5.85
,"Chatham County, GA","13051",58,1829374,3.17,2.41,4.10
,"Chattooga County, GA","13055",13,181386,Unreliable,3.82,12.26
,"Cherokee County, GA","13057",29,1470235,1.97,1.32,2.83
,"Clarke County, GA","13059",22,813004,2.71,1.70,4.10
,"Clayton County, GA","13063",33,1828003,1.81,1.24,2.54
,"Cobb County, GA","13067",90,4790022,1.88,1.51,2.31
,"Colquitt County, GA","13071",15,315213,Unreliable,2.66,7.85
,"Columbia County, GA","13073",20,848265,2.36,1.44,3.64
,"Coweta County, GA","13077",13,867562,Unreliable,0.80,2.56
,"DeKalb County, GA","13089",81,4832828,1.68,1.33,2.08
,"Dougherty County, GA","13095",44,661845,6.65,4.83,8.92
,"Douglas County, GA","13097",21,906007,2.32,1.43,3.54
,"Effingham County, GA","13103",14,358327,Unreliable,2.14,6.56
,"Floyd County, GA","13115",36,671261,5.36,3.76,7.42
,"Forsyth County, GA","13117",24,1187967,2.02,1.29,3.01
,"Fulton County, GA","13121",175,6356668,2.75,2.35,3.16
,"Gilmer County, GA","13123",12,196852,Unreliable,3.15,10.65
,"Glynn County, GA","13127",32,549376,5.82,3.98,8.22
,"Gordon County, GA","13129",10,381655,Unreliable,1.26,4.82
,"Gwinnett County, GA","13135",70,5553701,1.26,0.98,1.59
,"Habersham County, GA","13137",13,297818,Unreliable,2.32,7.46
,"Hall County, GA","13139",50,1242902,4.02,2.99,5.30
,"Harris County, GA","13145",12,218705,Unreliable,2.84,9.58
,"Henry County, GA","13151",20,1383655,1.45,0.88,2.23
,"Houston County, GA","13153",21,963650,2.18,1.35,3.33
,"Jackson County, GA","13157",10,413343,Unreliable,1.16,4.45
,"Laurens County, GA","13175",14,336153,Unreliable,2.28,6.99
,"Lowndes County, GA","13185",26,750515,3.46,2.26,5.08
,"Lumpkin County, GA","13187",13,204987,Unreliable,3.38,10.84
,"Muscogee County, GA","13215",45,1330132,3.38,2.47,4.53
,"Newton County, GA","13217",14,686357,Unreliable,1.12,3.42
,"Paulding County, GA","13223",24,962300,2.49,1.60,3.71
,"Pickens County, GA","13227",10,204451,Unreliable,2.35,9.00
,"Putnam County, GA","13237",12,147183,Unreliable,4.21,14.24
,"Richmond County, GA","13245",57,1394197,4.09,3.10,5.30
,"Rockdale County, GA","13247",14,587040,Unreliable,1.30,4.00
,"Screven County, GA","13251",11,102659,Unreliable,5.35,19.17
,"Spalding County, GA","13255",13,444410,Unreliable,1.56,5.00
,"Sumter County, GA","13261",11,228392,Unreliable,2.40,8.62
,"Thomas County, GA","13275",12,311632,Unreliable,1.99,6.73
,"Toombs County, GA","13279",10,190432,Unreliable,2.52,9.66
,"Troup County, GA","13285",22,464349,4.74,2.97,7.17
,"Upson County, GA","13293",17,190213,Unreliable,5.21,14.31
,"Walker County, GA","13295",16,476161,Unreliable,1.92,5.46
,"Walton County, GA","13297",19,576375,Unreliable,1.98,5.15
,"Wayne County, GA","13305",10,209139,Unreliable,2.29,8.79
,"White County, GA","13311",10,187296,Unreliable,2.56,9.82
,"Whitfield County, GA","13313",17,705759,Unreliable,1.40,3.86
,"Worth County, GA","13321",10,152270,Unreliable,3.15,12.08
,"Hawaii County, HI","15001",84,1277412,6.58,5.25,8.14
,"Honolulu County, HI","15003",236,6622332,3.56,3.11,4.02
,"Kauai County, HI","15007",29,463302,6.26,4.19,8.99
,"Maui County, HI","15009",68,1068038,6.37,4.94,8.07
,"Ada County, ID","16001",171,2712329,6.30,5.36,7.25
,"Bannock County, ID","16005",62,570762,10.86,8.33,13.93
,"Benewah County, ID","16009",12,64838,Unreliable,9.56,32.33
,"Bingham County, ID","16011",35,313746,11.16,7.77,15.51
,"Blaine County, ID","16013",11,149039,Unreliable,3.68,13.21
,"Bonner County, ID","16017",39,284801,13.69,9.74,18.72
,"Bonneville County, ID","16019",37,713163,5.19,3.65,7.15
,"Canyon County, ID","16027",82,1298691,6.31,5.02,7.84
,"Clearwater County, ID","16035",11,61142,Unreliable,8.98,32.19
,"Elmore County, ID","16039",16,185828,Unreliable,4.92,13.98
,"Gooding County, ID","16047",10,106428,Unreliable,4.51,17.28
,"Jerome County, ID","16053",10,151494,Unreliable,3.17,12.14
,"Kootenai County, ID","16055",98,957338,10.24,8.31,12.48
,"Latah County, ID","16057",11,259025,Unreliable,2.12,7.60
,"Nez Perce County, ID","16069",28,273431,10.24,6.80,14.80
,"Payette County, ID","16075",13,157522,Unreliable,4.39,14.11
,"Shoshone County, ID","16079",19,89995,Unreliable,12.71,32.97
,"Twin Falls County, ID","16083",42,530956,7.91,5.70,10.69
,"Washington County, ID","16087",12,70872,Unreliable,8.75,29.58
,"Adams County, IL","17001",13,469490,Unreliable,1.47,4.74
,"Boone County, IL","17007",21,376146,5.58,3.46,8.53
,"Champaign County, IL","17019",42,1394045,3.01,2.17,4.07
,"Coles County, IL","17029",10,375361,Unreliable,1.28,4.90
,"Cook County, IL","17031",1144,36306395,3.15,2.97,3.33
,"DeKalb County, IL","17037",14,729537,Unreliable,1.05,3.22
,"DuPage County, IL","17043",172,6406774,2.68,2.28,3.09
,"Franklin County, IL","17055",12,276656,Unreliable,2.24,7.58
,"Fulton County, IL","17057",10,259655,Unreliable,1.85,7.08
,"Grundy County, IL","17063",20,344051,5.81,3.55,8.98
,"Henry County, IL","17073",14,352917,Unreliable,2.17,6.66
,"Jackson County, IL","17077",12,419611,Unreliable,1.48,5.00
,"Jefferson County, IL","17081",14,273464,Unreliable,2.80,8.59
,"Kane County, IL","17089",127,3554668,3.57,2.95,4.19
,"Kankakee County, IL","17091",26,787186,3.30,2.16,4.84
,"Kendall County, IL","17093",16,762178,Unreliable,1.20,3.41
,"Knox County, IL","17095",16,369826,Unreliable,2.47,7.03
,"Lake County, IL","17097",143,4893101,2.92,2.44,3.40
,"LaSalle County, IL","17099",71,795518,8.93,6.97,11.26
,"Lee County, IL","17103",12,251092,Unreliable,2.47,8.35
,"Livingston County, IL","17105",10,272654,Unreliable,1.76,6.74
,"McHenry County, IL","17111",79,2146909,3.68,2.91,4.59
,"McLean County, IL","17113",47,1176109,4.00,2.94,5.31
,"Macon County, IL","17115",11,774499,Unreliable,0.71,2.54
,"Macoupin County, IL","17117",10,334776,Unreliable,1.43,5.49
,"Madison County, IL","17119",78,1876380,4.16,3.29,5.19
,"Morgan County, IL","17137",11,249627,Unreliable,2.20,7.88
,"Peoria County, IL","17143",74,1299809,5.69,4.47,7.15
,"Rock Island County, IL","17161",50,1032661,4.84,3.59,6.38
,"St. Clair County, IL","17163",58,1872389,3.10,2.35,4.00
,"Sangamon County, IL","17167",53,1374196,3.86,2.89,5.04
,"Stephenson County, IL","17177",17,333541,Unreliable,2.97,8.16
,"Tazewell County, IL","17179",32,940886,3.40,2.33,4.80
,"Vermilion County, IL","17183",28,572474,4.89,3.25,7.07
,"Whiteside County, IL","17195",16,410035,Unreliable,2.23,6.34
,"Will County, IL","17197",142,4702812,3.02,2.52,3.52
,"Williamson County, IL","17199",10,461181,Unreliable,1.04,3.99
,"Winnebago County, IL","17201",181,2056062,8.80,7.52,10.09
,"Allen County, IN","18003",111,2474873,4.49,3.65,5.32
,"Bartholomew County, IN","18005",15,536212,Unreliable,1.57,4.61
,"Cass County, IN","18017",11,272701,Unreliable,2.01,7.22
,"Clark County, IN","18019",27,760046,3.55,2.34,5.17
,"De Kalb County, IN","18033",10,294562,Unreliable,1.63,6.24
,"Delaware County, IN","18035",46,821747,5.60,4.10,7.47
,"Elkhart County, IN","18039",40,1382746,2.89,2.07,3.94
,"Floyd County, IN","18043",27,518143,5.21,3.43,7.58
,"Gibson County, IN","18051",12,233861,Unreliable,2.65,8.96
,"Grant County, IN","18053",22,490089,4.49,2.81,6.80
,"Hamilton County, IN","18057",23,1876705,1.23,0.78,1.84
,"Hancock County, IN","18059",13,481271,Unreliable,1.44,4.62
,"Harrison County, IN","18061",10,271518,Unreliable,1.77,6.77
,"Hendricks County, IN","18063",19,998132,Unreliable,1.15,2.97
,"Henry County, IN","18065",13,343201,Unreliable,2.02,6.48
,"Howard County, IN","18067",18,582260,Unreliable,1.83,4.89
,"Jackson County, IN","18071",21,295346,7.11,4.40,10.87
,"Jefferson County, IN","18077",21,226802,9.26,5.73,14.15
,"Jennings County, IN","18079",15,198730,Unreliable,4.22,12.45
,"Johnson County, IN","18081",26,964463,2.70,1.76,3.95
,"Kosciusko County, IN","18085",19,539847,Unreliable,2.12,5.50
,"Lake County, IN","18089",94,3461284,2.72,2.19,3.32
,"La Porte County, IN","18091",26,777306,3.34,2.18,4.90
,"Madison County, IN","18095",41,918798,4.46,3.20,6.05
,"Marion County, IN","18097",263,6283670,4.19,3.68,4.69
,"Marshall County, IN","18099",11,328985,Unreliable,1.67,5.98
,"Miami County, IN","18103",12,259733,Unreliable,2.39,8.07
,"Monroe County, IN","18105",32,952582,3.36,2.30,4.74
,"Morgan County, IN","18109",14,481923,Unreliable,1.59,4.87
,"Noble County, IN","18113",11,332695,Unreliable,1.65,5.92
,"Porter County, IN","18127",46,1141102,4.03,2.95,5.38
,"Putnam County, IN","18133",13,265964,Unreliable,2.60,8.36
,"Randolph County, IN","18135",10,183269,Unreliable,2.62,10.03
,"St. Joseph County, IN","18141",121,1865625,6.49,5.33,7.64
,"Shelby County, IN","18145",14,310038,Unreliable,2.47,7.58
,"Steuben County, IN","18151",10,238634,Unreliable,2.01,7.71
,"Tippecanoe County, IN","18157",28,1195229,2.34,1.56,3.39
,"Vanderburgh County, IN","18163",59,1252525,4.71,3.59,6.08
,"Vigo County, IN","18167",38,752253,5.05,3.57,6.93
,"Wayne County, IN","18177",30,482990,6.21,4.19,8.87
,"White County, IN","18181",10,172799,Unreliable,2.78,10.64
,"Black Hawk County, IA","19013",53,909499,5.83,4.37,7.62
,"Boone County, IA","19015",10,184594,Unreliable,2.60,9.96
,"Cerro Gordo County, IA","19033",17,309393,Unreliable,3.20,8.80
,"Clinton County, IA","19045",18,344127,Unreliable,3.10,8.27
,"Des Moines County, IA","19057",15,281846,Unreliable,2.98,8.78
,"Dickinson County, IA","19059",18,117195,Unreliable,9.10,24.27
,"Dubuque County, IA","19061",25,652253,3.83,2.48,5.66
,"Emmet County, IA","19063",10,72189,Unreliable,6.64,25.48
,"Fayette County, IA","19065",10,146765,Unreliable,3.27,12.53
,"Jasper County, IA","19099",12,258428,Unreliable,2.40,8.11
,"Johnson County, IA","19103",30,903981,3.32,2.24,4.74
,"Lee County, IA","19111",11,251196,Unreliable,2.19,7.84
,"Linn County, IA","19113",84,1467720,5.72,4.57,7.09
,"Madison County, IA","19121",10,108819,Unreliable,4.41,16.90
,"Marion County, IA","19125",11,233721,Unreliable,2.35,8.42
,"Marshall County, IA","19127",21,282392,7.44,4.60,11.37
,"Muscatine County, IA","19139",13,298207,Unreliable,2.32,7.45
,"Polk County, IA","19153",121,2975995,4.07,3.34,4.79
,"Pottawattamie County, IA","19155",35,645871,5.42,3.77,7.54
,"Scott County, IA","19163",77,1146198,6.72,5.30,8.40
,"Story County, IA","19169",19,618740,Unreliable,1.85,4.80
,"Wapello County, IA","19179",15,248508,Unreliable,3.38,9.96
,"Webster County, IA","19187",16,266462,Unreliable,3.43,9.75
,"Woodbury County, IA","19193",55,710680,7.74,5.83,10.07
,"Butler County, KS","20015",15,455866,Unreliable,1.84,5.43
,"Cowley County, KS","20035",10,253285,Unreliable,1.89,7.26
,"Crawford County, KS","20037",15,273455,Unreliable,3.07,9.05
,"Douglas County, KS","20045",23,770029,2.99,1.89,4.48
,"Ellis County, KS","20051",10,197973,Unreliable,2.42,9.29
,"Franklin County, KS","20059",10,181000,Unreliable,2.65,10.16
,"Harvey County, KS","20079",10,240405,Unreliable,1.99,7.65
,"Jefferson County, KS","20087",11,133175,Unreliable,4.12,14.78
,"Johnson County, KS","20091",100,3767346,2.65,2.13,3.17
,"Leavenworth County, KS","20103",24,527695,4.55,2.91,6.77
,"Lyon County, KS","20111",13,242420,Unreliable,2.86,9.17
,"Montgomery County, KS","20125",17,246718,Unreliable,4.01,11.03
,"Reno County, KS","20155",37,449231,8.24,5.80,11.35
,"Riley County, KS","20161",10,493316,Unreliable,0.97,3.73
,"Saline County, KS","20169",24,386614,6.21,3.98,9.24
,"Sedgwick County, KS","20173",131,3434551,3.81,3.16,4.47
,"Shawnee County, KS","20177",96,1235249,7.77,6.30,9.49
,"Wyandotte County, KS","20209",50,1094322,4.57,3.39,6.02
,"Bell County, KY","21013",10,200856,Unreliable,2.39,9.16
,"Boone County, KY","21015",19,818190,Unreliable,1.40,3.63
,"Bullitt County, KY","21029",16,513424,Unreliable,1.78,5.06
,"Campbell County, KY","21037",29,626734,4.63,3.10,6.65
,"Clark County, KY","21049",12,247830,Unreliable,2.50,8.46
